Plate,Row,Column,Sample Name,Original sample name,Our label of the plate,Volume (ul),Concentration (ng/ul),Organism,Sex,Sample Description,Method of quantification,Purpose
1,E,3,4866-KIU-0568,CSD16 - LIS - 052,CSD16 -1,~30,30.67006592,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,E,4,4866-KIU-0569,CSD16 - LIS - 053,CSD16 -1,~30,31.84679257,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,E,5,4866-KIU-0570,CSD16 - LIS - 054,CSD16 -1,~30,39.10548294,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,E,6,4866-KIU-0571,CSD16 - LIS - 056,CSD16 -1,~30,56.46970915,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,E,7,4866-KIU-0572,CSD16 - LIS - 057,CSD16 -1,~30,11.59831984,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,E,8,4866-KIU-0573,CSD16 - LIS - 058,CSD16 -1,~30,119.4946969,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,E,9,4866-KIU-0574,CSD16 - LIS - 059,CSD16 -1,~30,87.55505391,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,E,10,4866-KIU-0575,CSD16 - LIS - 060,CSD16 -1,~30,32.58459969,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,E,11,4866-KIU-0576,CSD16 - LIS - 061,CSD16 -1,~30,16.53312257,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,E,12,4866-KIU-0577,CSD16 - LIS - 062,CSD16 -1,~30,52.90502121,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,F,1,4866-KIU-0578,CSD16 - LIS - 063,CSD16 -1,~30,65.88743459,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,F,2,4866-KIU-0579,CSD16 - LIS - 064,CSD16 -1,~30,30.69408411,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,F,3,4866-KIU-0580,CSD16 - LIS - 065,CSD16 -1,~30,30.76411998,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,F,4,4866-KIU-0581,CSD16 - LIS - 066,CSD16 -1,~30,16.95617796,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,F,5,4866-KIU-0582,CSD16 - LIS - 067,CSD16 -1,~30,44.94399238,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,F,6,4866-KIU-0583,CSD16 - LIS - 068,CSD16 -1,~30,44.31787547,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,F,7,4866-KIU-0584,CSD16 - LIS - 069,CSD16 -1,~30,54.36365614,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,F,8,4866-KIU-0585,CSD16 - LIS - 070,CSD16 -1,~30,51.38859229,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,F,9,4866-KIU-0586,CSD16 - LIS - 071,CSD16 -1,~30,222.55558,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,F,10,4866-KIU-0587,CSD16 - LIS - 072,CSD16 -1,~30,27.77293594,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,F,11,4866-KIU-0588,CSD16 - LIS - 073,CSD16 -1,~30,5.612506586,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,F,12,4866-KIU-0589,CSD16 - LIS - 074,CSD16 -1,~30,51.80202254,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,G,1,4866-KIU-0590,CSD16 - LIS - 075,CSD16 -1,~30,19.19511612,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,G,2,4866-KIU-0591,CSD16 - LIS - 076,CSD16 -1,~30,17.40034069,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,G,3,4866-KIU-0592,CSD16 - LIS - 077,CSD16 -1,~30,69.57166672,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,G,4,4866-KIU-0593,CSD16 - LIS - 078,CSD16 -1,~30,125.9332398,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,G,5,4866-KIU-0594,CSD16 - LIS - 079,CSD16 -1,~30,36.68088748,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,G,6,4866-KIU-0595,CSD16 - LIS - 080,CSD16 -1,~30,74.90438047,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,G,7,4866-KIU-0596,CSD16 - LIS - 081,CSD16 -1,~30,35.88935344,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,G,8,4866-KIU-0597,CSD16 - LIS - 083,CSD16 -1,~30,23.83902322,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,G,9,4866-KIU-0598,CSD16 - LIS - 084,CSD16 -1,~30,13.86462889,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,G,10,4866-KIU-0599,CSD16 - LIS - 085,CSD16 -1,~30,24.18013564,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,G,11,4866-KIU-0600,CSD16 - LIS - 086,CSD16 -1,~30,8.837072634,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,G,12,4866-KIU-0601,CSD16 - LIS - 087,CSD16 -1,~30,48.40109951,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,H,1,4866-KIU-0602,CSD16 - LIS - 088,CSD16 -1,~30,56.63409025,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,H,2,4866-KIU-0603,CSD16 - LIS - 089,CSD16 -1,~30,65.14964693,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,H,3,4866-KIU-0604,CSD16 - LIS - 090,CSD16 -1,~30,38.04332942,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,H,4,4866-KIU-0605,CSD16 - LIS - 091,CSD16 -1,~30,20.36751669,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,H,5,4866-KIU-0606,CSD16 - LIS - 092,CSD16 -1,~30,22.65162228,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,H,6,4866-KIU-0607,CSD16 - LIS - 093,CSD16 -1,~30,118.3082135,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,H,7,4866-KIU-0608,CSD16 - LIS - 094,CSD16 -1,~30,72.37897223,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,H,8,4866-KIU-0609,CSD16 - LIS - 095,CSD16 -1,~30,39.53000984,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,H,9,4866-KIU-0610,CSD16 - LIS - 096,CSD16 -1,~30,43.72038809,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,H,10,4866-KIU-0611,CSD16 - LIS - 097,CSD16 -1,~30,59.88675999,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,H,11,4866-KIU-0612,CSD16 - LIS - 098,CSD16 -1,~30,23.60003047,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
1,H,12,4866-KIU-0613,CSD16 - LIS - 099,CSD16 -1,~30,38.48406877,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,F,8,4866-KIU-0614,CSD16 - LIS - 100,CSD16 -2,~30,-0.03,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,F,9,4866-KIU-0615,CSD16 - LIS - 101,CSD16 -2,~30,-0.15,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,F,10,4866-KIU-0616,CSD16 - LIS - 102,CSD16 -2,~30,0.01,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,F,11,4866-KIU-0617,CSD16 - LIS - 103,CSD16 -2,~30,0.96,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,F,12,4866-KIU-0618,CSD16 - LIS - 104,CSD16 -2,~30,1.04,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,G,1,4866-KIU-0619,CSD16 - LIS - 105,CSD16 -2,~30,-0.12,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,G,2,4866-KIU-0620,CSD16 - LIS - 106,CSD16 -2,~30,0.20,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,G,3,4866-KIU-0621,CSD16 - LIS - 107,CSD16 -2,~30,0.01,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,G,4,4866-KIU-0622,CSD16 - LIS - 108,CSD16 -2,~30,-0.09,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,G,5,4866-KIU-0623,CSD16 - LIS - 109,CSD16 -2,~30,0.05,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,G,6,4866-KIU-0624,CSD16 - LIS - 110,CSD16 -2,~30,-0.10,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,G,7,4866-KIU-0625,CSD16 - LIS - 111,CSD16 -2,~30,0.03,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,G,8,4866-KIU-0626,CSD16 - LIS - 112,CSD16 -2,~30,0.11,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,G,9,4866-KIU-0627,CSD16 - LIS - 113,CSD16 -2,~30,0.08,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,G,10,4866-KIU-0628,CSD16 - LIS - 114,CSD16 -2,~30,0.09,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,G,11,4866-KIU-0629,CSD16 - LIS - 115,CSD16 -2,~30,9.61,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,G,12,4866-KIU-0630,CSD16 - LIS - 116,CSD16 -2,~30,10.08,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,H,1,4866-KIU-0631,CSD16 - LIS - 118,CSD16 -2,~30,0.21,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,H,2,4866-KIU-0632,CSD16 - LIS - 119,CSD16 -2,~30,-0.07,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,H,3,4866-KIU-0633,CSD16 - LIS - 120,CSD16 -2,~30,0.14,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,H,4,4866-KIU-0634,CSD16 - LIS - 121,CSD16 -2,~30,-0.01,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,H,5,4866-KIU-0635,CSD16 - LIS - 122,CSD16 -2,~30,0.02,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,H,6,4866-KIU-0636,CSD16 - LIS - 123,CSD16 -2,~30,-0.07,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,H,7,4866-KIU-0637,CSD16 - LIS - 124,CSD16 -2,~30,0.23,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,H,8,4866-KIU-0638,CSD16 - LIS - 125,CSD16 -2,~30,-0.09,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,H,9,4866-KIU-0639,CSD16 - LIS - 126,CSD16 -2,~30,-0.02,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,H,10,4866-KIU-0640,CSD16 - LIS - 127,CSD16 -2,~30,0.09,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,H,11,4866-KIU-0641,CSD16 - LIS - 128,CSD16 -2,~30,101.94,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
2,H,12,4866-KIU-0642,CSD16 - LIS - 129,CSD16 -2,~30,106.62,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,A,1,4866-KIU-0643,CSD16 - LIS - 130,CSD16 -3,~30,40.79962819,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,A,2,4866-KIU-0644,CSD16 - LIS - 131,CSD16 -3,~30,10.31510582,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,A,3,4866-KIU-0645,CSD16 - LIS - 132,CSD16 -3,~30,43.48,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,A,4,4866-KIU-0646,CSD16 - LIS - 133,CSD16 -3,~30,17.26,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,A,5,4866-KIU-0647,CSD16 - LIS - 134,CSD16 -3,~30,10.62,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,A,6,4866-KIU-0648,CSD16 - LIS - 135,CSD16 -3,~30,1.60,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,A,7,4866-KIU-0649,CSD16 - LIS - 136,CSD16 -3,~30,8.94,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,A,8,4866-KIU-0650,CSD16 - LIS - 137,CSD16 -3,~30,4.43,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,A,9,4866-KIU-0651,CSD16 - LIS - 138,CSD16 -3,~30,4.21,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,A,10,4866-KIU-0652,CSD16 - LIS - 139,CSD16 -3,~30,14.61,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,A,11,4866-KIU-0653,CSD16 - LIS - 140,CSD16 -3,~30,34.75,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,A,12,4866-KIU-0654,CSD16 - LIS - 141,CSD16 -3,~30,1.02,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,B,1,4866-KIU-0655,CSD16 - LIS - 142,CSD16 -3,~30,25.98616449,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,B,2,4866-KIU-0656,CSD16 - LIS - 143,CSD16 -3,~30,31.63243316,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,B,3,4866-KIU-0657,CSD16 - LIS - 144,CSD16 -3,~30,3.43,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,B,4,4866-KIU-0658,CSD16 - LIS - 145,CSD16 -3,~30,18.16,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,B,5,4866-KIU-0659,CSD16 - LIS - 146,CSD16 -3,~30,2.24,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,B,6,4866-KIU-0660,CSD16 - LIS - 147,CSD16 -3,~30,19.21,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,B,7,4866-KIU-0661,CSD16 - LIS - 148,CSD16 -3,~30,7.75,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,B,8,4866-KIU-0662,CSD16 - LIS - 149,CSD16 -3,~30,2.44,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,B,9,4866-KIU-0663,CSD16 - LIS - 150,CSD16 -3,~30,1.79,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,B,10,4866-KIU-0664,CSD16 - LIS - 151,CSD16 -3,~30,15.19,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,B,11,4866-KIU-0665,CSD16 - LIS - 152,CSD16 -3,~30,4.43,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,B,12,4866-KIU-0666,CSD16 - LIS - 153,CSD16 -3,~30,25.78,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,C,1,4866-KIU-0667,CSD16 - LIS - 154,CSD16 -3,~30,4.321774251,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,C,2,4866-KIU-0668,CSD16 - LIS - 155,CSD16 -3,~30,0.194599672,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,C,3,4866-KIU-0669,control_lineA-LIS,CSD16 -3,~30,10.48,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,C,4,4866-KIU-0670,control_lineC-LIS,CSD16 -3,~30,0.06,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,C,5,4866-KIU-0671,control_lineD-LIS,CSD16 -3,~30,0.05,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
3,C,6,4866-KIU-0672,control airport-LIS,CSD16 -3,~30,0.70,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,A,1,4866-KIU-0673,CSD16-SYD-001,CSD16- 9,~30,0.191295028,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,A,2,4866-KIU-0674,CSD16-SYD-002,CSD16- 9,~30,0.043105457,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,A,3,4866-KIU-0675,CSD16-SYD-003,CSD16- 9,~30,0.068735729,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,A,4,4866-KIU-0676,CSD16-SYD-004,CSD16- 9,~30,0.322708421,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,A,5,4866-KIU-0677,CSD16-SYD-005,CSD16- 9,~30,0.264923808,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,A,6,4866-KIU-0678,CSD16-SYD-006,CSD16- 9,~30,0.3301645,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,A,7,4866-KIU-0679,CSD16-SYD-007,CSD16- 9,~30,0.233701477,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,A,8,4866-KIU-0680,CSD16-SYD-008,CSD16- 9,~30,0.05755161,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,A,9,4866-KIU-0681,CSD16-SYD-009,CSD16- 9,~30,0.241623561,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,A,10,4866-KIU-0682,CSD16-SYD-010,CSD16- 9,~30,0.051493546,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,A,11,4866-KIU-0683,CSD16-SYD-011,CSD16- 9,~30,0.085045901,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,A,12,4866-KIU-0684,CSD16-SYD-012,CSD16- 9,~30,0.083647887,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,B,1,4866-KIU-0685,CSD16-SYD-013,CSD16- 9,~30,0.236497507,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,B,2,4866-KIU-0686,CSD16-SYD-014,CSD16- 9,~30,0.067337714,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,B,3,4866-KIU-0687,CSD16-SYD-015,CSD16- 9,~30,0.166130761,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,B,4,4866-KIU-0688,CSD16-SYD-016,CSD16- 9,~30,0.306398248,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,B,5,4866-KIU-0689,CSD16-SYD-017,CSD16- 9,~30,0.166130761,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,B,6,4866-KIU-0690,CSD16-SYD-018,CSD16- 9,~30,0.073395778,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,B,7,4866-KIU-0691,CSD16-SYD-019,CSD16- 9,~30,0.568293024,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,B,8,4866-KIU-0692,CSD16-SYD-020,CSD16- 9,~30,0.053823571,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,B,9,4866-KIU-0693,CSD16-SYD-021,CSD16- 9,~30,0.087841931,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,B,10,4866-KIU-0694,CSD16-SYD-022,CSD16- 9,~30,0.059881635,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,B,11,4866-KIU-0695,CSD16-SYD-023,CSD16- 9,~30,0.104618109,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,B,12,4866-KIU-0696,CSD16-SYD-024,CSD16- 9,~30,0.113472203,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,C,1,4866-KIU-0697,CSD16-SYD-025,CSD16- 9,~30,0.20946922,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,C,2,4866-KIU-0698,CSD16-SYD-026,CSD16- 9,~30,0.071997763,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,C,3,4866-KIU-0699,CSD16-SYD-027,CSD16- 9,~30,0.077589822,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,C,4,4866-KIU-0700,CSD16-SYD-028,CSD16- 9,~30,0.072463768,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,C,5,4866-KIU-0701,CSD16-SYD-029,CSD16- 9,~30,0.313388322,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,C,6,4866-KIU-0702,CSD16-SYD-030,CSD16- 9,~30,0.060813645,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,C,7,4866-KIU-0703,CSD16-SYD-031,CSD16- 9,~30,0.128850366,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,C,8,4866-KIU-0704,CSD16-SYD-032,CSD16- 9,~30,0.382357053,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,C,9,4866-KIU-0705,CSD16-SYD-033,CSD16- 9,~30,0.716482595,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,C,10,4866-KIU-0706,CSD16-SYD-034,CSD16- 9,~30,0.218789319,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,C,11,4866-KIU-0707,CSD16-SYD-035,CSD16- 9,~30,1.06319027,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,C,12,4866-KIU-0708,CSD16-SYD-036,CSD16- 9,~30,0.522158535,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,D,1,4866-KIU-0709,CSD16-SYD-037,CSD16- 9,~30,0.284962021,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,D,2,4866-KIU-0710,CSD16-SYD-038,CSD16- 9,~30,0.197353092,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,D,3,4866-KIU-0711,CSD16-SYD-039,CSD16- 9,~30,0.356726781,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,D,4,4866-KIU-0712,CSD16-SYD-040,CSD16- 9,~30,0.024931264,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,D,5,4866-KIU-0713,CSD16-SYD-041,CSD16- 9,~30,0.041241437,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,D,6,4866-KIU-0714,CSD16-SYD-042,CSD16- 9,~30,0.023067245,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,D,7,4866-KIU-0715,CSD16-SYD-043,CSD16- 9,~30,0.413579384,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,D,8,4866-KIU-0716,CSD16-SYD-044,CSD16- 9,~30,0.090637961,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,D,9,4866-KIU-0717,CSD16-SYD-045,CSD16- 9,~30,0.170324805,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,D,10,4866-KIU-0718,CSD16-SYD-046,CSD16- 9,~30,0.515168461,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,D,11,4866-KIU-0719,CSD16-SYD-047,CSD16- 9,~30,0.269117853,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,D,12,4866-KIU-0720,CSD16-SYD-048,CSD16- 9,~30,0.123258307,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,E,1,4866-KIU-0721,CSD16-SYD-049,CSD16- 9,~30,0.466703947,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,E,2,4866-KIU-0722,CSD16-SYD-050,CSD16- 9,~30,0.063609674,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,E,3,4866-KIU-0723,CSD16-SYD-051,CSD16- 9,~30,0.051493546,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,E,4,4866-KIU-0724,CSD16-SYD-052,CSD16- 9,~30,0.05848362,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,E,5,4866-KIU-0725,CSD16-SYD-053,CSD16- 9,~30,0.275175917,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,E,6,4866-KIU-0726,CSD16-SYD-054,CSD16- 9,~30,0.127452351,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,E,7,4866-KIU-0727,CSD16-SYD-055,CSD16- 9,~30,0.178712894,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,E,8,4866-KIU-0728,CSD16-SYD-056,CSD16- 9,~30,0.346474673,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,E,9,4866-KIU-0729,CSD16-SYD-057,CSD16- 9,~30,0.090171956,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,E,10,4866-KIU-0730,CSD16-SYD-058,CSD16- 9,~30,0.073861783,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,E,11,4866-KIU-0731,CSD16-SYD-059,CSD16- 9,~30,0.605107414,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,E,12,4866-KIU-0732,CSD16-SYD-060,CSD16- 9,~30,0.05755161,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,F,1,4866-KIU-0733,CSD16-SYD-061,CSD16- 9,~30,0.039843422,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,F,2,4866-KIU-0734,CSD16-SYD-062,CSD16- 9,~30,11.70814111,metagenome,,DNA,Pico green,Library prep for shot gun sequencing
8,F3,,4866-KIU-0735,CSD16-DOH-105,CSD16 - 9,~30,0.041781952,,,Pico green,Library prep for shot gun sequencing,
8,F4,,4866-KIU-0736,CSD16-DOH-106,CSD16 - 9,~30,0.067829111,,,Pico green,Library prep for shot gun sequencing,
8,F5,,4866-KIU-0737,CSD16-DOH-107,CSD16 - 9,~30,0.142404054,,,Pico green,Library prep for shot gun sequencing,
8,F6,,4866-KIU-0738,CSD16-DOH-108,CSD16 - 9,~30,0.062528365,,,Pico green,Library prep for shot gun sequencing,
8,F7,,4866-KIU-0739,CSD16-DOH-109,CSD16 - 9,~30,0.04316099,,,Pico green,Library prep for shot gun sequencing,
8,F8,,4866-KIU-0740,CSD16-DOH-110,CSD16 - 9,~30,0.081829966,,,Pico green,Library prep for shot gun sequencing,
8,F9,,4866-KIU-0741,CSD16-DOH-111,CSD16 - 9,~30,0.032156638,,,Pico green,Library prep for shot gun sequencing,
8,F10,,4866-KIU-0742,CSD16-DOH-112,CSD16 - 9,~30,0.042744977,,,Pico green,Library prep for shot gun sequencing,
8,F11,,4866-KIU-0743,CSD16-DOH-113,CSD16 - 9,~30,0.042124519,,,Pico green,Library prep for shot gun sequencing,
8,F12,,4866-KIU-0744,CSD16-DOH-114,CSD16 - 9,~30,0.084001568,,,Pico green,Library prep for shot gun sequencing,
8,G1,,4866-KIU-0745,CSD16-DOH-081,CSD16 - 9,~30,0.047928428,,,Pico green,Library prep for shot gun sequencing,
8,G2,,4866-KIU-0746,CSD16-DOH-082,CSD16 - 9,~30,0.067470649,,,Pico green,Library prep for shot gun sequencing,
8,G3,,4866-KIU-0747,CSD16-DOH-083,CSD16 - 9,~30,0.051402881,,,Pico green,Library prep for shot gun sequencing,
8,G4,,4866-KIU-0748,CSD16-DOH-084,CSD16 - 9,~30,0.090048836,,,Pico green,Library prep for shot gun sequencing,
8,G5,,4866-KIU-0749,CSD16-DOH-085,CSD16 - 9,~30,0.066741666,,,Pico green,Library prep for shot gun sequencing,
8,G6,,4866-KIU-0750,CSD16-DOH-086,CSD16 - 9,~30,0.098027087,,,Pico green,Library prep for shot gun sequencing,
8,G7,,4866-KIU-0751,CSD16-DOH-087,CSD16 - 9,~30,0.112582627,,,Pico green,Library prep for shot gun sequencing,
8,G8,,4866-KIU-0752,CSD16-DOH-088,CSD16 - 9,~30,0.118342688,,,Pico green,Library prep for shot gun sequencing,
8,G9,,4866-KIU-0753,CSD16-DOH-089,CSD16 - 9,~30,0.083854127,,,Pico green,Library prep for shot gun sequencing,
8,G10,,4866-KIU-0754,CSD16-DOH-090,CSD16 - 9,~30,0.080928329,,,Pico green,Library prep for shot gun sequencing,
8,G11,,4866-KIU-0755,CSD16-DOH-091,CSD16 - 9,~30,0.061796641,,,Pico green,Library prep for shot gun sequencing,
8,G12,,4866-KIU-0756,CSD16-DOH-092,CSD16 - 9,~30,0.142536696,,,Pico green,Library prep for shot gun sequencing,
8,H1,,4866-KIU-0757,CSD16-DOH-093,CSD16 - 9,~30,0.109234239,,,Pico green,Library prep for shot gun sequencing,
8,H2,,4866-KIU-0758,CSD16-DOH-094,CSD16 - 9,~30,0.083548831,,,Pico green,Library prep for shot gun sequencing,
